complaint_id,head,relation,tail
热线-210315-010443,complaint:热线-210315-010443,包含风险,risk:影响日常生活
热线-210315-010443,entity:垃圾,易感于,hidden:无人清理
热线-210315-010443,hidden:无人清理,导致,risk:影响日常生活
热线-210315-010443,event:空白,触发风险,risk:影响日常生活
JZ2021030500623,complaint:JZ2021030500623,包含实体,entity:垃圾
JZ2021030500623,complaint:JZ2021030500623,包含隐患,hidden:无人清理
JZ2021030500623,complaint:JZ2021030500623,包含事件,event:空白
JZ2021030500623,complaint:JZ2021030500623,包含风险,risk:影响日常生活
JZ2021030500623,entity:垃圾,易感于,hidden:无人清理
JZ2021030500623,hidden:无人清理,导致,risk:影响日常生活
JZ2021030500623,event:空白,触发风险,risk:影响日常生活
JZ2021020700518,complaint:JZ2021020700518,包含实体,entity:垃圾
JZ2021020700518,complaint:JZ2021020700518,包含隐患,hidden:没有人清理
JZ2021020700518,complaint:JZ2021020700518,包含事件,event:溢出
JZ2021020700518,complaint:JZ2021020700518,包含风险,risk:影响日常生活
JZ2021020700518,complaint:JZ2021020700518,包含后果,outcome:影响市容市貌
JZ2021020700518,entity:垃圾,易感于,hidden:没有人清理
JZ2021020700518,hidden:没有人清理,导致,risk:影响日常生活
JZ2021020700518,event:溢出,触发风险,risk:影响日常生活
JZ2021020700518,risk:影响日常生活,导致,outcome:影响市容市貌
JZ2021020100177,complaint:JZ2021020100177,包含实体,entity:绿化带
JZ2021020100177,complaint:JZ2021020100177,包含隐患,hidden:无人清理
JZ2021020100177,complaint:JZ2021020100177,包含事件,event:垃圾堆放
JZ2021020100177,complaint:JZ2021020100177,包含风险,risk:影响日常生活
JZ2021020100177,complaint:JZ2021020100177,包含后果,outcome:影响环境
JZ2021020100177,entity:绿化带,易感于,hidden:无人清理
JZ2021020100177,hidden:无人清理,导致,risk:影响日常生活
JZ2021020100177,event:垃圾堆放,触发风险,risk:影响日常生活
JZ2021020100177,risk:影响日常生活,导致,outcome:影响环境
JZ2021022600142,complaint:JZ2021022600142,包含实体,entity:垃圾桶
JZ2021022600142,complaint:JZ2021022600142,包含隐患,hidden:无人清理
JZ2021022600142,complaint:JZ2021022600142,包含事件,event:空白
JZ2021022600142,complaint:JZ2021022600142,包含风险,risk:影响日常生活
JZ2021022600142,complaint:JZ2021022600142,包含后果,outcome:异味扰民
JZ2021022600142,entity:垃圾桶,易感于,hidden:无人清理
JZ2021022600142,hidden:无人清理,导致,risk:影响日常生活
JZ2021022600142,event:空白,触发风险,risk:影响日常生活
JZ2021022600142,risk:影响日常生活,导致,outcome:异味扰民
JZ2021031700274,complaint:JZ2021031700274,包含实体,entity:垃圾
JZ2021031700274,complaint:JZ2021031700274,包含事件,event:空白
JZ2021031700274,complaint:JZ2021031700274,包含风险,risk:影响日常生活
JZ2021031700274,complaint:JZ2021031700274,包含后果,outcome:影响出行
JZ2021031700274,event:空白,触发风险,risk:影响日常生活
JZ2021031700274,risk:影响日常生活,导致,outcome:影响出行
JZ2021021200098,complaint:JZ2021021200098,包含实体,entity:垃圾
JZ2021021200098,complaint:JZ2021021200098,包含隐患,hidden:无人清理
JZ2021021200098,complaint:JZ2021021200098,包含事件,event:空白
JZ2021021200098,complaint:JZ2021021200098,包含风险,risk:影响日常生活
JZ2021021200098,entity:垃圾,易感于,hidden:无人清理
JZ2021021200098,hidden:无人清理,导致,risk:影响日常生活
JZ2021021200098,event:空白,触发风险,risk:影响日常生活
JZ2021022500104,complaint:JZ2021022500104,包含实体,entity:楼道灯
JZ2021022500104,complaint:JZ2021022500104,包含隐患,hidden:损坏
JZ2021022500104,complaint:JZ2021022500104,包含事件,event:空白
JZ2021022500104,complaint:JZ2021022500104,包含风险,risk:影响日常生活
JZ2021022500104,entity:楼道灯,易感于,hidden:损坏
JZ2021022500104,hidden:损坏,导致,risk:影响日常生活
JZ2021022500104,event:空白,触发风险,risk:影响日常生活
JZ2021022500348,complaint:JZ2021022500348,包含实体,entity:消防通道
JZ2021022500348,complaint:JZ2021022500348,包含隐患,hidden:堵占消防通道
JZ2021022500348,complaint:JZ2021022500348,包含事件,event:空白
JZ2021022500348,complaint:JZ2021022500348,包含风险,risk:火灾风险
JZ2021022500348,entity:消防通道,易感于,hidden:堵占消防通道
JZ2021022500348,hidden:堵占消防通道,导致,risk:火灾风险
JZ2021022500348,event:空白,触发风险,risk:火灾风险
JZ2021021600163,complaint:JZ2021021600163,包含实体,entity:饮用水
JZ2021021600163,complaint:JZ2021021600163,包含隐患,hidden:有沙子
JZ2021021600163,complaint:JZ2021021600163,包含事件,event:空白
JZ2021021600163,complaint:JZ2021021600163,包含风险,risk:影响日常生活
JZ2021021600163,entity:饮用水,易感于,hidden:有沙子
JZ2021021600163,hidden:有沙子,导致,risk:影响日常生活
JZ2021021600163,event:空白,触发风险,risk:影响日常生活
JZ2021030100372,complaint:JZ2021030100372,包含实体,entity:杂物
JZ2021030100372,complaint:JZ2021030100372,包含事件,event:空白
JZ2021030100372,complaint:JZ2021030100372,包含风险,risk:影响日常生活
JZ2021030100372,event:空白,触发风险,risk:影响日常生活
JZ2021030100483,complaint:JZ2021030100483,包含实体,entity:井盖
JZ2021030100483,complaint:JZ2021030100483,包含隐患,hidden:塌陷
JZ2021030100483,complaint:JZ2021030100483,包含事件,event:空白
JZ2021030100483,complaint:JZ2021030100483,包含风险,risk:人身安全风险
JZ2021030100483,entity:井盖,易感于,hidden:塌陷
JZ2021030100483,hidden:塌陷,导致,risk:人身安全风险
JZ2021030100483,event:空白,触发风险,risk:人身安全风险
JZ2021030100620,complaint:JZ2021030100620,包含实体,entity:电梯
JZ2021030100620,complaint:JZ2021030100620,包含隐患,hidden:违建
JZ2021030100620,complaint:JZ2021030100620,包含事件,event:空白
JZ2021030100620,complaint:JZ2021030100620,包含风险,risk:易发生冲突
JZ2021030100620,entity:电梯,易感于,hidden:违建
JZ2021030100620,hidden:违建,导致,risk:易发生冲突
JZ2021030100620,event:空白,触发风险,risk:易发生冲突
JZ2021030500316,complaint:JZ2021030500316,包含实体,entity:红日装修公司
JZ2021030500316,complaint:JZ2021030500316,包含隐患,hidden:违建
JZ2021030500316,complaint:JZ2021030500316,包含事件,event:空白
JZ2021030500316,complaint:JZ2021030500316,包含风险,risk:影响日常生活
JZ2021030500316,entity:红日装修公司,易感于,hidden:违建
JZ2021030500316,hidden:违建,导致,risk:影响日常生活
JZ2021030500316,event:空白,触发风险,risk:影响日常生活
JZ2021030900662,complaint:JZ2021030900662,包含实体,entity:道路
JZ2021030900662,complaint:JZ2021030900662,包含隐患,hidden:损坏
JZ2021030900662,complaint:JZ2021030900662,包含事件,event:空白
JZ2021030900662,complaint:JZ2021030900662,包含风险,risk:影响出行
JZ2021030900662,entity:道路,易感于,hidden:损坏
JZ2021030900662,hidden:损坏,导致,risk:影响出行
JZ2021030900662,event:空白,触发风险,risk:影响出行
JZ2021022600536,complaint:JZ2021022600536,包含实体,entity:垃圾
JZ2021022600536,complaint:JZ2021022600536,包含隐患,hidden:未清理
JZ2021022600536,complaint:JZ2021022600536,包含事件,event:空白
JZ2021022600536,complaint:JZ2021022600536,包含风险,risk:影响日常生活
JZ2021022600536,complaint:JZ2021022600536,包含后果,outcome:异味扰民
JZ2021022600536,entity:垃圾,易感于,hidden:未清理
JZ2021022600536,hidden:未清理,导致,risk:影响日常生活
JZ2021022600536,event:空白,触发风险,risk:影响日常生活
JZ2021022600536,risk:影响日常生活,导致,outcome:异味扰民
JZ2021031000048,complaint:JZ2021031000048,包含实体,entity:道路
JZ2021031000048,complaint:JZ2021031000048,包含隐患,hidden:污水
JZ2021031000048,complaint:JZ2021031000048,包含事件,event:空白
JZ2021031000048,complaint:JZ2021031000048,包含风险,risk:影响出行
JZ2021031000048,entity:道路,易感于,hidden:污水
JZ2021031000048,hidden:污水,导致,risk:影响出行
JZ2021031000048,event:空白,触发风险,risk:影响出行
热线-210310-040803,complaint:热线-210310-040803,包含实体,entity:玻璃
热线-210310-040803,complaint:热线-210310-040803,包含隐患,hidden:无人维修
热线-210310-040803,complaint:热线-210310-040803,包含事件,event:空白
热线-210310-040803,complaint:热线-210310-040803,包含风险,risk:影响日常生活
热线-210310-040803,entity:玻璃,易感于,hidden:无人维修
热线-210310-040803,hidden:无人维修,导致,risk:影响日常生活
热线-210310-040803,event:空白,触发风险,risk:影响日常生活
JZ2021021000414,complaint:JZ2021021000414,包含实体,entity:灯
JZ2021021000414,complaint:JZ2021021000414,包含隐患,hidden:破损
JZ2021021000414,complaint:JZ2021021000414,包含事件,event:空白
JZ2021021000414,complaint:JZ2021021000414,包含风险,risk:影响日常生活
JZ2021021000414,entity:灯,易感于,hidden:破损
JZ2021021000414,hidden:破损,导致,risk:影响日常生活
JZ2021021000414,event:空白,触发风险,risk:影响日常生活
网络-210202-007610,complaint:网络-210202-007610,包含实体,entity:灯
网络-210202-007610,complaint:网络-210202-007610,包含隐患,hidden:无人维修
网络-210202-007610,complaint:网络-210202-007610,包含事件,event:空白
网络-210202-007610,complaint:网络-210202-007610,包含风险,risk:影响日常生活
网络-210202-007610,entity:灯,易感于,hidden:无人维修
网络-210202-007610,hidden:无人维修,导致,risk:影响日常生活
网络-210202-007610,event:空白,触发风险,risk:影响日常生活
JZ2021020700587,complaint:JZ2021020700587,包含实体,entity:工地
JZ2021020700587,complaint:JZ2021020700587,包含隐患,hidden:扰民
JZ2021020700587,complaint:JZ2021020700587,包含事件,event:空白
JZ2021020700587,complaint:JZ2021020700587,包含风险,risk:影响日常生活
JZ2021020700587,entity:工地,易感于,hidden:扰民
JZ2021020700587,hidden:扰民,导致,risk:影响日常生活
JZ2021020700587,event:空白,触发风险,risk:影响日常生活
JZ2021022500185,complaint:JZ2021022500185,包含实体,entity:阳台
JZ2021022500185,complaint:JZ2021022500185,包含隐患,hidden:漏水
JZ2021022500185,complaint:JZ2021022500185,包含事件,event:空白
JZ2021022500185,complaint:JZ2021022500185,包含风险,risk:影响日常生活
JZ2021022500185,complaint:JZ2021022500185,包含后果,outcome:居民停车困难
JZ2021022500185,entity:阳台,易感于,hidden:漏水
JZ2021022500185,hidden:漏水,导致,risk:影响日常生活
JZ2021022500185,event:空白,触发风险,risk:影响日常生活
JZ2021022500185,risk:影响日常生活,导致,outcome:居民停车困难
JZ2021022700433,complaint:JZ2021022700433,包含实体,entity:超市
JZ2021022700433,complaint:JZ2021022700433,包含事件,event:空白
JZ2021022700433,complaint:JZ2021022700433,包含风险,risk:人身安全风险
JZ2021022700433,event:空白,触发风险,risk:人身安全风险
JZ2021022400491,complaint:JZ2021022400491,包含实体,entity:房
JZ2021022400491,complaint:JZ2021022400491,包含事件,event:空白
JZ2021022400491,complaint:JZ2021022400491,包含风险,risk:影响日常生活
JZ2021022400491,event:空白,触发风险,risk:影响日常生活
热线-210213-014025,complaint:热线-210213-014025,包含隐患,hidden:水质浑浊
热线-210213-014025,complaint:热线-210213-014025,包含事件,event:空白
热线-210213-014025,complaint:热线-210213-014025,包含风险,risk:影响日常生活
热线-210213-014025,hidden:水质浑浊,导致,risk:影响日常生活
热线-210213-014025,event:空白,触发风险,risk:影响日常生活
JZ2021031100514,complaint:JZ2021031100514,包含实体,entity:机器
JZ2021031100514,complaint:JZ2021031100514,包含事件,event:空白
JZ2021031100514,complaint:JZ2021031100514,包含风险,risk:火灾风险
JZ2021031100514,event:空白,触发风险,risk:火灾风险
JZ2021031200087,complaint:JZ2021031200087,包含实体,entity:施工
JZ2021031200087,complaint:JZ2021031200087,包含隐患,hidden:扰民
JZ2021031200087,complaint:JZ2021031200087,包含事件,event:空白
JZ2021031200087,complaint:JZ2021031200087,包含风险,risk:影响日常生活
JZ2021031200087,complaint:JZ2021031200087,包含后果,outcome:影响生活
JZ2021031200087,entity:施工,易感于,hidden:扰民
JZ2021031200087,hidden:扰民,导致,risk:影响日常生活
JZ2021031200087,event:空白,触发风险,risk:影响日常生活
JZ2021031200087,risk:影响日常生活,导致,outcome:影响生活
网络-210208-031742,complaint:网络-210208-031742,包含实体,entity:电动车
网络-210208-031742,complaint:网络-210208-031742,包含事件,event:空白
网络-210208-031742,complaint:网络-210208-031742,包含风险,risk:影响出行
网络-210208-031742,event:空白,触发风险,risk:影响出行
JZ2021021500164,complaint:JZ2021021500164,包含实体,entity:减速带
JZ2021021500164,complaint:JZ2021021500164,包含隐患,hidden:损坏
JZ2021021500164,complaint:JZ2021021500164,包含事件,event:空白
JZ2021021500164,complaint:JZ2021021500164,包含风险,risk:影响出行
JZ2021021500164,entity:减速带,易感于,hidden:损坏
JZ2021021500164,hidden:损坏,导致,risk:影响出行
JZ2021021500164,event:空白,触发风险,risk:影响出行
JZ2021020800027,complaint:JZ2021020800027,包含隐患,hidden:没人管
JZ2021020800027,complaint:JZ2021020800027,包含事件,event:空白
JZ2021020800027,complaint:JZ2021020800027,包含风险,risk:影响日常生活
JZ2021020800027,hidden:没人管,导致,risk:影响日常生活
JZ2021020800027,event:空白,触发风险,risk:影响日常生活
JZ2021022000329,complaint:JZ2021022000329,包含实体,entity:排水管道
JZ2021022000329,complaint:JZ2021022000329,包含隐患,hidden:松动
JZ2021022000329,complaint:JZ2021022000329,包含事件,event:空白
JZ2021022000329,complaint:JZ2021022000329,包含风险,risk:影响日常生活
JZ2021022000329,entity:排水管道,易感于,hidden:松动
JZ2021022000329,hidden:松动,导致,risk:影响日常生活
JZ2021022000329,event:空白,触发风险,risk:影响日常生活
网络-210210-022773,complaint:网络-210210-022773,包含实体,entity:垃圾
网络-210210-022773,complaint:网络-210210-022773,包含隐患,hidden:无人清理
网络-210210-022773,complaint:网络-210210-022773,包含事件,event:空白
网络-210210-022773,complaint:网络-210210-022773,包含风险,risk:影响日常生活
网络-210210-022773,entity:垃圾,易感于,hidden:无人清理
网络-210210-022773,hidden:无人清理,导致,risk:影响日常生活
网络-210210-022773,event:空白,触发风险,risk:影响日常生活
JZ2021021500003,complaint:JZ2021021500003,包含实体,entity:地锁
JZ2021021500003,complaint:JZ2021021500003,包含隐患,hidden:私自安装
JZ2021021500003,complaint:JZ2021021500003,包含事件,event:空白
JZ2021021500003,complaint:JZ2021021500003,包含风险,risk:影响日常生活
JZ2021021500003,entity:地锁,易感于,hidden:私自安装
JZ2021021500003,hidden:私自安装,导致,risk:影响日常生活
JZ2021021500003,event:空白,触发风险,risk:影响日常生活
JZ2021021000112,complaint:JZ2021021000112,包含实体,entity:减速带
JZ2021021000112,complaint:JZ2021021000112,包含隐患,hidden:损坏
JZ2021021000112,complaint:JZ2021021000112,包含事件,event:空白
JZ2021021000112,complaint:JZ2021021000112,包含风险,risk:影响出行
JZ2021021000112,entity:减速带,易感于,hidden:损坏
JZ2021021000112,hidden:损坏,导致,risk:影响出行
JZ2021021000112,event:空白,触发风险,risk:影响出行
JZ2021030600290,complaint:JZ2021030600290,包含实体,entity:电线
JZ2021030600290,complaint:JZ2021030600290,包含隐患,hidden:私拉
JZ2021030600290,complaint:JZ2021030600290,包含事件,event:空白
JZ2021030600290,complaint:JZ2021030600290,包含风险,risk:火灾风险
JZ2021030600290,entity:电线,易感于,hidden:私拉
JZ2021030600290,hidden:私拉,导致,risk:火灾风险
JZ2021030600290,event:空白,触发风险,risk:火灾风险
JZ2021030600375,complaint:JZ2021030600375,包含实体,entity:广告
JZ2021030600375,complaint:JZ2021030600375,包含隐患,hidden:有贴小广告
JZ2021030600375,complaint:JZ2021030600375,包含事件,event:空白
JZ2021030600375,complaint:JZ2021030600375,包含风险,risk:影响日常生活
JZ2021030600375,entity:广告,易感于,hidden:有贴小广告
JZ2021030600375,hidden:有贴小广告,导致,risk:影响日常生活
JZ2021030600375,event:空白,触发风险,risk:影响日常生活
JZ2021020900592,complaint:JZ2021020900592,包含实体,entity:减速带
JZ2021020900592,complaint:JZ2021020900592,包含隐患,hidden:损坏
JZ2021020900592,complaint:JZ2021020900592,包含事件,event:空白
JZ2021020900592,complaint:JZ2021020900592,包含风险,risk:人身安全风险
JZ2021020900592,entity:减速带,易感于,hidden:损坏
JZ2021020900592,hidden:损坏,导致,risk:人身安全风险
JZ2021020900592,event:空白,触发风险,risk:人身安全风险
网络-210210-009886,complaint:网络-210210-009886,包含实体,entity:垃圾
网络-210210-009886,complaint:网络-210210-009886,包含隐患,hidden:无人清理
网络-210210-009886,complaint:网络-210210-009886,包含事件,event:空白
网络-210210-009886,complaint:网络-210210-009886,包含风险,risk:影响日常生活
网络-210210-009886,entity:垃圾,易感于,hidden:无人清理
网络-210210-009886,hidden:无人清理,导致,risk:影响日常生活
网络-210210-009886,event:空白,触发风险,risk:影响日常生活
JZ2021020900331,complaint:JZ2021020900331,包含实体,entity:篮球场
JZ2021020900331,complaint:JZ2021020900331,包含事件,event:空白
JZ2021020900331,complaint:JZ2021020900331,包含风险,risk:影响日常生活
JZ2021020900331,event:空白,触发风险,risk:影响日常生活
JZ2021021000054,complaint:JZ2021021000054,包含实体,entity:绿化带
JZ2021021000054,complaint:JZ2021021000054,包含隐患,hidden:有很多烟头
JZ2021021000054,complaint:JZ2021021000054,包含事件,event:空白
JZ2021021000054,complaint:JZ2021021000054,包含风险,risk:影响日常生活
JZ2021021000054,entity:绿化带,易感于,hidden:有很多烟头
JZ2021021000054,hidden:有很多烟头,导致,risk:影响日常生活
JZ2021021000054,event:空白,触发风险,risk:影响日常生活
JZ2021030600184,complaint:JZ2021030600184,包含实体,entity:垃圾
JZ2021030600184,complaint:JZ2021030600184,包含隐患,hidden:清理不及时
JZ2021030600184,complaint:JZ2021030600184,包含事件,event:空白
JZ2021030600184,complaint:JZ2021030600184,包含风险,risk:影响日常生活
JZ2021030600184,entity:垃圾,易感于,hidden:清理不及时
JZ2021030600184,hidden:清理不及时,导致,risk:影响日常生活
JZ2021030600184,event:空白,触发风险,risk:影响日常生活
JZ2021030700112,complaint:JZ2021030700112,包含实体,entity:垃圾
JZ2021030700112,complaint:JZ2021030700112,包含隐患,hidden:无人清理
JZ2021030700112,complaint:JZ2021030700112,包含事件,event:空白
JZ2021030700112,complaint:JZ2021030700112,包含风险,risk:影响日常生活
JZ2021030700112,entity:垃圾,易感于,hidden:无人清理
JZ2021030700112,hidden:无人清理,导致,risk:影响日常生活
JZ2021030700112,event:空白,触发风险,risk:影响日常生活
JZ2021031100709,complaint:JZ2021031100709,包含实体,entity:垃圾
JZ2021031100709,complaint:JZ2021031100709,包含隐患,hidden:无人清理
JZ2021031100709,complaint:JZ2021031100709,包含事件,event:空白
JZ2021031100709,complaint:JZ2021031100709,包含风险,risk:影响出行
JZ2021031100709,entity:垃圾,易感于,hidden:无人清理
JZ2021031100709,hidden:无人清理,导致,risk:影响出行
JZ2021031100709,event:空白,触发风险,risk:影响出行
JZ2021031200174,complaint:JZ2021031200174,包含实体,entity:垃圾
JZ2021031200174,complaint:JZ2021031200174,包含隐患,hidden:无人清理
JZ2021031200174,complaint:JZ2021031200174,包含事件,event:空白
JZ2021031200174,complaint:JZ2021031200174,包含风险,risk:影响日常生活
JZ2021031200174,entity:垃圾,易感于,hidden:无人清理
JZ2021031200174,hidden:无人清理,导致,risk:影响日常生活
JZ2021031200174,event:空白,触发风险,risk:影响日常生活
JZ2021031600416,complaint:JZ2021031600416,包含实体,entity:垃圾
JZ2021031600416,complaint:JZ2021031600416,包含隐患,hidden:无人清理
JZ2021031600416,complaint:JZ2021031600416,包含事件,event:空白
JZ2021031600416,complaint:JZ2021031600416,包含风险,risk:影响日常生活
JZ2021031600416,entity:垃圾,易感于,hidden:无人清理
JZ2021031600416,hidden:无人清理,导致,risk:影响日常生活
JZ2021031600416,event:空白,触发风险,risk:影响日常生活
热线-210302-019395,complaint:热线-210302-019395,包含实体,entity:杂物
热线-210302-019395,complaint:热线-210302-019395,包含隐患,hidden:无人清理
热线-210302-019395,complaint:热线-210302-019395,包含事件,event:空白
热线-210302-019395,complaint:热线-210302-019395,包含风险,risk:火灾风险
热线-210302-019395,complaint:热线-210302-019395,包含后果,outcome:汽车无法停放
热线-210302-019395,entity:杂物,易感于,hidden:无人清理
热线-210302-019395,hidden:无人清理,导致,risk:火灾风险
热线-210302-019395,event:空白,触发风险,risk:火灾风险
热线-210302-019395,risk:火灾风险,导致,outcome:汽车无法停放
热线-210306-018179,complaint:热线-210306-018179,包含实体,entity:垃圾桶
热线-210306-018179,complaint:热线-210306-018179,包含隐患,hidden:无人清理
热线-210306-018179,complaint:热线-210306-018179,包含事件,event:空白
热线-210306-018179,complaint:热线-210306-018179,包含风险,risk:影响日常生活
热线-210306-018179,entity:垃圾桶,易感于,hidden:无人清理
热线-210306-018179,hidden:无人清理,导致,risk:影响日常生活
热线-210306-018179,event:空白,触发风险,risk:影响日常生活
JZ2021031000256,complaint:JZ2021031000256,包含实体,entity:路面
JZ2021031000256,complaint:JZ2021031000256,包含事件,event:空白
JZ2021031000256,complaint:JZ2021031000256,包含风险,risk:影响出行
JZ2021031000256,event:空白,触发风险,risk:影响出行
JZ2021032300481,complaint:JZ2021032300481,包含实体,entity:垃圾杂物
JZ2021032300481,complaint:JZ2021032300481,包含隐患,hidden:无人清理
JZ2021032300481,complaint:JZ2021032300481,包含事件,event:空白
JZ2021032300481,complaint:JZ2021032300481,包含风险,risk:影响日常生活
JZ2021032300481,entity:垃圾杂物,易感于,hidden:无人清理
JZ2021032300481,hidden:无人清理,导致,risk:影响日常生活
JZ2021032300481,event:空白,触发风险,risk:影响日常生活
JZ2021032500375,complaint:JZ2021032500375,包含实体,entity:杂物
JZ2021032500375,complaint:JZ2021032500375,包含隐患,hidden:无人清理
JZ2021032500375,complaint:JZ2021032500375,包含事件,event:空白
JZ2021032500375,complaint:JZ2021032500375,包含风险,risk:影响日常生活
JZ2021032500375,complaint:JZ2021032500375,包含后果,outcome:影响正常工作
JZ2021032500375,entity:杂物,易感于,hidden:无人清理
JZ2021032500375,hidden:无人清理,导致,risk:影响日常生活
JZ2021032500375,event:空白,触发风险,risk:影响日常生活
JZ2021032500375,risk:影响日常生活,导致,outcome:影响正常工作
JZ2021032500416,complaint:JZ2021032500416,包含实体,entity:杂物
JZ2021032500416,complaint:JZ2021032500416,包含隐患,hidden:无人清理
JZ2021032500416,complaint:JZ2021032500416,包含事件,event:空白
JZ2021032500416,complaint:JZ2021032500416,包含风险,risk:影响日常生活
JZ2021032500416,entity:杂物,易感于,hidden:无人清理
JZ2021032500416,hidden:无人清理,导致,risk:影响日常生活
JZ2021032500416,event:空白,触发风险,risk:影响日常生活
JZ2021032500425,complaint:JZ2021032500425,包含实体,entity:白色垃圾
JZ2021032500425,complaint:JZ2021032500425,包含隐患,hidden:堆放
JZ2021032500425,complaint:JZ2021032500425,包含事件,event:空白
JZ2021032500425,complaint:JZ2021032500425,包含风险,risk:影响日常生活
JZ2021032500425,entity:白色垃圾,易感于,hidden:堆放
JZ2021032500425,hidden:堆放,导致,risk:影响日常生活
JZ2021032500425,event:空白,触发风险,risk:影响日常生活
JZ2021032500431,complaint:JZ2021032500431,包含实体,entity:杂物
JZ2021032500431,complaint:JZ2021032500431,包含事件,event:空白
JZ2021032500431,complaint:JZ2021032500431,包含风险,risk:影响日常生活
JZ2021032500431,event:空白,触发风险,risk:影响日常生活
JZ2021032500437,complaint:JZ2021032500437,包含实体,entity:车辆
JZ2021032500437,complaint:JZ2021032500437,包含隐患,hidden:占用消防通道
JZ2021032500437,complaint:JZ2021032500437,包含事件,event:空白
JZ2021032500437,complaint:JZ2021032500437,包含风险,risk:火灾风险
JZ2021032500437,entity:车辆,易感于,hidden:占用消防通道
JZ2021032500437,hidden:占用消防通道,导致,risk:火灾风险
JZ2021032500437,event:空白,触发风险,risk:火灾风险
JZ2021032500484,complaint:JZ2021032500484,包含实体,entity:垃圾
JZ2021032500484,complaint:JZ2021032500484,包含隐患,hidden:没人清理
JZ2021032500484,complaint:JZ2021032500484,包含事件,event:空白
JZ2021032500484,complaint:JZ2021032500484,包含风险,risk:影响日常生活
JZ2021032500484,entity:垃圾,易感于,hidden:没人清理
JZ2021032500484,hidden:没人清理,导致,risk:影响日常生活
JZ2021032500484,event:空白,触发风险,risk:影响日常生活
JZ2021032600360,complaint:JZ2021032600360,包含实体,entity:垃圾
JZ2021032600360,complaint:JZ2021032600360,包含隐患,hidden:有垃圾
JZ2021032600360,complaint:JZ2021032600360,包含事件,event:空白
JZ2021032600360,complaint:JZ2021032600360,包含风险,risk:影响日常生活
JZ2021032600360,entity:垃圾,易感于,hidden:有垃圾
JZ2021032600360,hidden:有垃圾,导致,risk:影响日常生活
JZ2021032600360,event:空白,触发风险,risk:影响日常生活
JZ2021032600454,complaint:JZ2021032600454,包含实体,entity:垃圾
JZ2021032600454,complaint:JZ2021032600454,包含隐患,hidden:无人清理
JZ2021032600454,complaint:JZ2021032600454,包含事件,event:空白
JZ2021032600454,complaint:JZ2021032600454,包含风险,risk:影响日常生活
JZ2021032600454,complaint:JZ2021032600454,包含后果,outcome:淋雨
JZ2021032600454,entity:垃圾,易感于,hidden:无人清理
JZ2021032600454,hidden:无人清理,导致,risk:影响日常生活
JZ2021032600454,event:空白,触发风险,risk:影响日常生活
JZ2021032600454,risk:影响日常生活,导致,outcome:淋雨
JZ2021032700310,complaint:JZ2021032700310,包含实体,entity:垃圾
JZ2021032700310,complaint:JZ2021032700310,包含隐患,hidden:没有清理
JZ2021032700310,complaint:JZ2021032700310,包含事件,event:空白
JZ2021032700310,complaint:JZ2021032700310,包含风险,risk:影响日常生活
JZ2021032700310,entity:垃圾,易感于,hidden:没有清理
JZ2021032700310,hidden:没有清理,导致,risk:影响日常生活
JZ2021032700310,event:空白,触发风险,risk:影响日常生活
JZ2021032900683,complaint:JZ2021032900683,包含实体,entity:电动车
JZ2021032900683,complaint:JZ2021032900683,包含事件,event:空白
JZ2021032900683,complaint:JZ2021032900683,包含风险,risk:人身安全风险
JZ2021032900683,event:空白,触发风险,risk:人身安全风险
JZ2021033000064,complaint:JZ2021033000064,包含实体,entity:垃圾
JZ2021033000064,complaint:JZ2021033000064,包含隐患,hidden:没有及时清理
JZ2021033000064,complaint:JZ2021033000064,包含事件,event:空白
JZ2021033000064,complaint:JZ2021033000064,包含风险,risk:影响日常生活
JZ2021033000064,entity:垃圾,易感于,hidden:没有及时清理
JZ2021033000064,hidden:没有及时清理,导致,risk:影响日常生活
JZ2021033000064,event:空白,触发风险,risk:影响日常生活
JZ2021033000069,complaint:JZ2021033000069,包含实体,entity:废品
JZ2021033000069,complaint:JZ2021033000069,包含隐患,hidden:堆放
JZ2021033000069,complaint:JZ2021033000069,包含事件,event:空白
JZ2021033000069,complaint:JZ2021033000069,包含风险,risk:火灾风险
JZ2021033000069,entity:废品,易感于,hidden:堆放
JZ2021033000069,hidden:堆放,导致,risk:火灾风险
JZ2021033000069,event:空白,触发风险,risk:火灾风险
JZ2021033000088,complaint:JZ2021033000088,包含实体,entity:建筑垃圾
JZ2021033000088,complaint:JZ2021033000088,包含事件,event:空白
JZ2021033000088,complaint:JZ2021033000088,包含风险,risk:影响日常生活
JZ2021033000088,event:空白,触发风险,risk:影响日常生活
JZ2021033000137,complaint:JZ2021033000137,包含实体,entity:垃圾
JZ2021033000137,complaint:JZ2021033000137,包含隐患,hidden:清运不及时
JZ2021033000137,complaint:JZ2021033000137,包含事件,event:空白
JZ2021033000137,complaint:JZ2021033000137,包含风险,risk:影响日常生活
JZ2021033000137,entity:垃圾,易感于,hidden:清运不及时
JZ2021033000137,hidden:清运不及时,导致,risk:影响日常生活
JZ2021033000137,event:空白,触发风险,risk:影响日常生活
JZ2021033000568,complaint:JZ2021033000568,包含实体,entity:杂物
JZ2021033000568,complaint:JZ2021033000568,包含隐患,hidden:堆放
JZ2021033000568,complaint:JZ2021033000568,包含事件,event:空白
JZ2021033000568,complaint:JZ2021033000568,包含风险,risk:火灾风险
